GeneName,FoldChange,Pvalue,Padj
long intergenic non-protein coding RNA 1138,-0.539733207,0.625593164,0.708880879
membrane spanning 4-domains A4A,-0.299998209,0.62560588,0.708880879
phosphatidylinositol-4-phosphate 5-kinase like 1,-0.17460175,0.625927828,0.709208719
WW and C2 domain containing 2,-0.116007017,0.626016993,0.709272783
"RAN, member RAS oncogene family",-0.086677455,0.626051863,0.709275328
maestro heat like repeat family member 6,0.221176062,0.626102713,0.709295976
TAT antisense RNA 1,0.924012122,0.626475078,0.709680839
aquaporin 10,-1.127996801,0.626788556,0.709998958
protein phosphatase 1 catalytic subunit beta,0.099260295,0.626927451,0.71010477
BRICHOS domain containing 5,0.176844702,0.626947585,0.71010477
long intergenic non-protein coding RNA 2398,-0.703339042,0.626979954,0.71010477
AGPAT4 intronic transcript 1,0.208757803,0.627177643,0.710285402
neuromedin B,-0.282259468,0.62722111,0.710285402
actin related protein 2/3 complex subunit 2,-0.093740739,0.627237452,0.710285402
glycogen synthase 1,-0.123620624,0.627285566,0.710302891
TBC1 domain family member 3 pseudogene 2,1.124786463,0.627472925,0.710478041
aminomethyltransferase,0.147583554,0.627609844,0.710596063
isocitrate dehydrogenase (NADP(+)) 2,0.131206441,0.627841638,0.710821488
adenosine deaminase 2,0.221225841,0.62790571,0.710857011
"DNA polymerase delta 2, accessory subunit",0.109221511,0.628095487,0.711001272
nuclear pore complex interacting protein family member B11,-0.134305478,0.628098543,0.711001272
secretoglobin family 1A member 1,-0.748833801,0.628879179,0.71184788
sorting nexin 14,-0.133293645,0.629013622,0.711962993
NA,0.239906487,0.629535702,0.712516825
NA,0.275963539,0.629641946,0.712599977
"small nucleolar RNA, C/D box 114-22",1.671221588,0.629692078,NA
transforming growth factor beta induced,0.277884125,0.629698305,0.712626664
linker for activation of T cells family member 2,0.187329475,0.629733353,0.712629233
microRNA 374b,0.337048838,0.629862821,0.712738645
eukaryotic translation initiation factor 1A X-linked,-0.126833465,0.630139112,0.712997856
EGF containing fibulin extracellular matrix protein 2,0.140121788,0.630188268,0.712997856
NA,-0.365318342,0.630190276,0.712997856
chromosome 17 open reading frame 64,-1.115220194,0.630320349,0.71310791
RAN guanine nucleotide release factor,-0.161945253,0.630485428,0.713257554
proteasome 20S subunit beta 1,-0.132956615,0.630639402,0.713394622
signal regulatory protein beta 2,0.242193337,0.630896277,0.713648072
post-glycosylphosphatidylinositol attachment to proteins 6,0.155301152,0.630987204,0.713713793
long intergenic non-protein coding RNA 1798,1.66445695,0.631116844,NA
testis expressed 55,1.66445695,0.631116844,NA
NA,1.66445695,0.631116844,NA
KIAA1614,-0.178483642,0.63139331,0.714135987
"small nucleolar RNA, H/ACA box 5B",0.579697668,0.63181845,0.714579667
long intergenic non-protein coding RNA 871,1.103309633,0.631885893,0.714618769
cut like homeobox 2,0.421577767,0.631925156,0.714625998
family with sequence similarity 177 member A1,-0.134232836,0.631967362,0.714636556
"RNA, U4 small nuclear 2",0.832816028,0.632765367,0.715501735
cysteinyl leukotriene receptor 1,0.252064995,0.633005505,0.715736045
microRNA 4321,-1.013494945,0.633258715,0.715985113
ASTN2 antisense RNA 1,0.905616152,0.633437827,0.71615038
ADAMTS9 antisense RNA 2,-0.3499652,0.63367207,0.716377956
"small nucleolar RNA, C/D box 53",1.259105334,0.633861423,0.716554763
olfactory receptor family 51 subfamily B member 5,1.103498126,0.634022833,0.716675514
spermatogenesis associated 45,0.533076752,0.634062711,0.716675514
density regulated re-initiation and release factor,0.101724008,0.634067132,0.716675514
forkhead box D1,-0.218734065,0.634191564,0.716778893
NA,0.575868976,0.634359572,0.71692625
"RAP2A, member of RAS oncogene family",0.095719413,0.634387893,0.71692625
uncharacterized LOC100506929,0.666776245,0.634477467,0.716990208
WASH complex subunit 2A,0.124492732,0.634743097,0.717253102
"small nucleolar RNA, H/ACA box 69",0.663269498,0.634778948,0.717256333
angiopoietin 1,-0.257104798,0.635180714,0.717673002
ubiquitin conjugating enzyme E2 S,0.140850329,0.635277863,0.717745467
tRNA methyltransferase 1,0.112729445,0.635751312,0.718243051
cytochrome P450 family 2 subfamily C member 9,1.098845161,0.636190545,0.71870193
TatD DNase domain containing 1,0.147011212,0.636267073,0.718751036
stathmin 4,0.15231582,0.636463833,0.718919348
eosinophil granule ontogeny transcript,-0.746365125,0.636510748,0.718919348
exportin 6,-0.08628262,0.636515272,0.718919348
microRNA 2278,1.637448069,0.636817634,NA
ankyrin repeat domain 22,1.637448069,0.636817634,NA
chromosome 16 open reading frame 78,1.637448069,0.636817634,NA
transmembrane protein 75,1.637448069,0.636817634,NA
coiled-coil domain containing 22,-0.124644582,0.637047982,0.719483646
transmembrane protein 186,-0.10982312,0.637168896,0.719582825
Putative protein FAM90A12,0.72681162,0.637242369,0.71962842
ubiquitin associated and SH3 domain containing B,0.153867177,0.637481051,0.719860569
"RNA, U6atac small nuclear (U12-dependent splicing)",1.092879404,0.637616585,0.719976222
NA,-0.681963421,0.637671422,0.720000748
V-set and immunoglobulin domain containing 8,-0.280286932,0.637739848,0.720040392
gamma-aminobutyric acid type A receptor subunit epsilon,-0.209673442,0.637796994,0.720040392
bone morphogenetic protein 7,-0.180543032,0.637805891,0.720040392
tripartite motif containing 32,0.125856401,0.637961382,0.720136117
family with sequence similarity 229 member A,-0.187447138,0.637989627,0.720136117
NA,-0.697150326,0.637990053,0.720136117
carboxypeptidase A6,1.054627488,0.638067893,0.720171573
SLC25A48 antisense RNA 1,1.092909989,0.63812084,0.720171573
P38 inhibited cutaneous squamous cell carcinoma associated lincRNA,1.092909989,0.63812084,0.720171573
ubinuclein 1,0.123221224,0.638404995,0.72042175
Zic family member 4,0.233448935,0.638408787,0.72042175
proteasome activator subunit 3 interacting protein 1,0.078014364,0.638560003,0.720554991
SMC5 antisense RNA 1 (head to head),0.260137064,0.638613104,0.720577512
NA,0.186677759,0.638678765,0.7206142
NA,-0.222181096,0.638848835,0.720768683
protein phosphatase 1 regulatory subunit 35,0.115494561,0.638898894,0.720787757
dihydrouridine synthase 1 like,-0.11726475,0.638982183,0.720831572
"adiponectin, C1Q and collagen domain containing",-0.882030631,0.639004042,0.720831572
PTPRF interacting protein alpha 2,-0.124409539,0.639145341,0.720953557
transmembrane O-mannosyltransferase targeting cadherins 2,-0.241647855,0.639209333,0.720975097
signal recognition particle 19,0.103158511,0.639259658,0.720975097
ADP-ribosylarginine hydrolase,-0.221626057,0.639263923,0.720975097
ubiquitin conjugating enzyme E2 N,-0.106339421,0.639322871,0.721004177
protein tyrosine phosphatase receptor type C associated protein,-0.227174076,0.639454173,0.721114849
CRPPA antisense RNA 1,-0.465181117,0.639803012,0.721421092
leucine rich repeat containing 41,0.068691088,0.639816221,0.721421092
SUGT1 pseudogene 1,-0.205721104,0.639848868,0.721421092
olfactory receptor family 5 subfamily K member 2,0.344276565,0.639858467,0.721421092
programmed cell death 7,-0.069344441,0.640014054,0.721559093
transmembrane serine protease 5,-0.224556337,0.64007236,0.721587408
NA,-0.294499629,0.640264773,0.7217669
semaphorin 6D,0.141816679,0.640463012,0.72195294
protection of telomeres 1,0.130567705,0.6405404,0.722002739
chromosome 5 open reading frame 38,-0.701466669,0.640704579,0.722146883
golgi transport 1B,-0.169914339,0.640746037,0.722146883
KRBOX1 antisense RNA 1,0.997005001,0.640767928,0.722146883
cyclin dependent kinase 9,0.0963169,0.64089286,0.722250242
insulin like growth factor binding protein 4,-0.204562951,0.640950019,0.722277218
H2B clustered histone 6,0.439489585,0.641151664,0.722467001
RNA polymerase III subunit B,0.089203708,0.641362106,0.722666677
translation initiation factor IF-2,0.866428191,0.641470792,0.722736636
calcium activated nucleotidase 1,0.109424536,0.641520118,0.722736636
small Cajal body-specific RNA 2,0.354085213,0.641523923,0.722736636
long intergenic non-protein coding RNA 964,0.4485252,0.641725839,0.722900815
long intergenic non-protein coding RNA 958,0.308063481,0.641746126,0.722900815
uncharacterized LOC100506497,0.225645804,0.641769405,0.722900815
phosphatase and tensin homolog pseudogene 1,0.16905962,0.641920614,0.723033679
BANF1 pseudogene 3,0.166827661,0.642185051,0.723233377
long intergenic non-protein coding RNA 2875,-1.081003499,0.642196943,0.723233377
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,0.085164439,0.642197707,0.723233377
strawberry notch homolog 1,-0.122508415,0.642724374,0.723681501
plexin B1,0.184738635,0.642727283,0.723681501
SH3KBP1 binding protein 1,-0.122399231,0.642738962,0.723681501
leucine rich repeat containing 66,-0.131422307,0.642758562,0.723681501
DPP9 antisense RNA 1,0.190959557,0.642762052,0.723681501
retinoic acid induced 1,0.167976111,0.643079094,0.724000962
tRNA-yW synthesizing protein 1 homolog B,0.150661412,0.643204155,0.724065115
"3-oxoacyl-ACP synthase, mitochondrial",0.112134451,0.643219782,0.724065115
phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1,0.634793166,0.643235989,0.724065115
cytohesin 3,-0.109899372,0.643537208,0.724366681
bromodomain containing 4,0.139683243,0.643717198,0.724531766
microRNA 541,-1.073234755,0.643814596,0.724575354
"failed axon connections homolog, metaxin like GST domain containing",-0.138562906,0.643822579,0.724575354
FKBP prolyl isomerase 14,0.121768793,0.64391243,0.724638963
galectin 16,1.603015081,0.644113214,NA
NA,1.603015081,0.644113214,NA
oncomodulin 2,1.603015081,0.644113214,NA
coiled-coil domain containing 198,1.603015081,0.644113214,NA
chromosome 19 open reading frame 18,0.286297105,0.644143931,0.724861967
IQ motif containing with AAA domain 1 like,0.492294451,0.644398429,0.725110825
butyrylcholinesterase,-0.188970273,0.644691249,0.725402776
ribonuclease A family member 4,0.180391155,0.645062173,0.725773637
NA,0.241130917,0.645087611,0.725773637
chromosome 20 open reading frame 27,-0.105715883,0.645657697,0.726353154
NA,-0.791979572,0.645669521,0.726353154
EMX2 opposite strand/antisense RNA,-0.196609388,0.645749338,0.726405358
chromosome 6 putative open reading frame 99,0.286175222,0.645848924,0.726479794
netrin 4,-0.165613728,0.645975182,0.726584222
IKAROS family zinc finger 5,-0.115333781,0.646069239,0.726652422
tudor domain containing 12,0.575089277,0.646195126,0.726756414
NA,0.238602888,0.646321699,0.726861165
C-X-C motif chemokine receptor 2 pseudogene 1,0.708343391,0.646417406,0.726931196
complement factor D,0.231553156,0.646598299,0.727097011
ring finger protein 166,0.12850779,0.64665693,0.727125333
NA,-0.303017387,0.646743842,0.72718545
sialic acid binding Ig like lectin 14,0.316501223,0.646866923,0.727268723
family with sequence similarity 107 member B,0.256274623,0.646884806,0.727268723
brain protein I3,0.121610256,0.647033796,0.727372975
G protein subunit alpha 11,-0.141045092,0.647044447,0.727372975
eukaryotic translation initiation factor 3 subunit I,-0.092187722,0.647092193,0.727389038
interferon alpha 21,-0.358433484,0.647253606,0.727532864
zinc finger protein 100-like,0.499469886,0.647513869,0.72778778
heparan sulfate 6-O-sulfotransferase 2,-0.198661069,0.648008022,0.728305542
killer cell lectin like receptor G1,-0.147862026,0.648085631,0.728355115
natriuretic peptide B,-0.665699845,0.648225927,0.72847513
NA,-0.213340759,0.648553924,0.728806061
microRNA 298,1.435123338,0.64859472,NA
NA,1.435123338,0.64859472,NA
NA,1.435123338,0.64859472,NA
microRNA 374a,1.435123338,0.64859472,NA
microRNA 613,1.435123338,0.64859472,NA
"neurotrophin receptor associated death domain, pseudogene",0.334710455,0.648599238,0.728819312
glucosidase II alpha subunit,0.064945478,0.648755859,0.728957628
RCC1 and BTB domain containing protein 1,0.099736169,0.648848764,0.72902434
microRNA 1288,1.213052498,0.648983826,0.729138202
NA,0.338202117,0.64907396,0.729138202
ring finger protein 223,-1.328599068,0.649084254,0.729138202
RUNX1 intronic transcript 1,-1.328599068,0.649084254,0.729138202
protein disulfide isomerase family A member 6,0.104396775,0.64950299,0.729570886
ATP synthase F1 subunit epsilon,0.136977731,0.649675763,0.729719849
ORMDL sphingolipid biosynthesis regulator 2,0.156279467,0.649702733,0.729719849
dynein axonemal heavy chain 12,-0.276223329,0.649873878,0.729846913
replication protein A4,-0.841801568,0.649883004,0.729846913
thioredoxin domain containing 2,-0.474067697,0.649925173,0.729856569
"ankyrin repeat domain 20 family member A11, pseudogene",-0.694071515,0.650008462,0.7299124
inner mitochondrial membrane peptidase subunit 1,-0.153697137,0.650128904,0.730009942
adrenomedullin 5 (putative),-0.137459641,0.650756824,0.730677277
NACHT and WD repeat domain containing 2,-0.447331659,0.650907999,0.730809275
mono-ADP ribosylhydrolase 1,0.144923365,0.65120308,0.731102823
NA,-0.217513174,0.651277338,0.731142847
"PABPN1 like, cytoplasmic",-0.128822587,0.651317826,0.731142847
serine rich single-pass membrane protein 1,-1.195628408,0.651339619,0.731142847
ELMO domain containing 1,-0.119167245,0.651441615,0.731219586
CDC42 effector protein 5,0.227675854,0.651682961,0.731452724
NA,-1.328443292,0.651809984,0.731557527
UDP glucuronosyltransferase family 2 member B11,1.043569198,0.651855249,0.731570564
tropomyosin 2,-0.142833245,0.651957196,0.73164721
H4 clustered histone 11,0.928424693,0.652055424,0.731697493
Rhox homeobox family member 2,1.049610906,0.652069313,0.731697493
NA,-1.044998755,0.652242443,0.731853993
arachidonate lipoxygenase 3,0.173976763,0.652545795,0.732156584
saitohin,0.50487591,0.652691604,0.732282391
NA,-0.180874168,0.652753494,0.732314036
"major histocompatibility complex, class I, J (pseudogene)",-1.328385104,0.652836136,0.732331171
CD300e molecule,-1.328385104,0.652836136,0.732331171
shisa family member 5,-0.098283019,0.652906616,0.732372445
"small nucleolar RNA, C/D box 116-22",0.321401305,0.653250945,0.732720878
"indoleamine 2,3-dioxygenase 1",1.559754358,0.653322118,NA
G protein subunit alpha transducin 1,-0.43341109,0.653579371,0.73305144
cellular retinoic acid binding protein 1,0.191619517,0.653718513,0.733169677
ankyrin repeat and SOCS box containing 17,-1.328335147,0.653720666,NA
"transmembrane protein 30C, pseudogene",-1.328335147,0.653720666,NA
"small nucleolar RNA, C/D box 114-5",-1.328335147,0.653720666,NA
NA,0.600803726,0.654002914,0.733450808
lactase,0.392122441,0.65422722,0.733664517
microRNA 142,0.532852429,0.654331501,0.733743613
ZFP36 ring finger protein like 2,0.168195724,0.654522425,0.733919853
CUB domain containing protein 1,0.268899903,0.654644361,0.734018723
RHPN1 antisense RNA 1 (head to head),-0.196062315,0.654705561,0.734049487
NA,-0.464225953,0.65474698,0.73405807
syntaxin 17,-0.100004572,0.654796026,0.73407273
NA,0.192481998,0.654863619,0.73407273
"membrane bound transcription factor peptidase, site 2",-0.121290944,0.654900703,0.73407273
microRNA 3125,0.421603099,0.654919655,0.73407273
glyoxylate reductase 1 homolog,-0.077404135,0.654928879,0.73407273
long intergenic non-protein coding RNA 689,-0.259948782,0.655034791,0.734153593
family with sequence similarity 83 member E,0.447299087,0.655320418,0.734435858
3-hydroxyacyl-CoA dehydratase 1,-0.16056959,0.655479891,0.734562136
ribosomal protein L23a pseudogene 32,0.400095921,0.655500667,0.734562136
long intergenic non-protein coding RNA 1603,-1.328226437,0.655656854,NA
interleukin 27,-1.328226437,0.655656854,NA
microRNA 320a,-1.328226437,0.655656854,NA
long intergenic non-protein coding RNA 520,-1.328226437,0.655656854,NA
lactate dehydrogenase C,-1.328216136,0.655841138,NA
scavenger receptor class B member 2,0.138792315,0.655872856,0.734941334
NA,-0.692029439,0.656399791,0.735460292
otoferlin,-0.31466028,0.656403639,0.735460292
FMRP translational regulator 1,0.116090774,0.656539504,0.735574613
NA,-1.3281758,0.656564112,NA
C-type lectin domain family 4 member D,-1.3281758,0.656564112,NA
alanine--glyoxylate aminotransferase 2,-1.3281758,0.656564112,NA
cytidine/uridine monophosphate kinase 1,-0.12541752,0.656699717,0.735716198
general transcription factor IIA subunit 2,-0.102180524,0.656771859,0.735747259
translocation associated membrane protein 1 like 1,0.139104372,0.656795124,0.735747259
epidermal growth factor receptor pathway substrate 15 like 1,0.105965633,0.656859737,0.735751306
NA,0.284335501,0.65686642,0.735751306
PPP1R2 family member B,-0.212256529,0.65732403,0.736225941
keratin associated protein 10-4,-1.328123355,0.65750741,NA
family with sequence similarity 138 member B,-1.328123355,0.65750741,NA
opioid growth factor receptor pseudogene 1,0.680672255,0.658085865,0.737007145
ring finger and FYVE like domain containing E3 ubiquitin protein ligase,-0.192892051,0.658089311,0.737007145
neuropeptide B,-0.181899172,0.658159119,0.737024858
ATP binding cassette subfamily B member 8,0.099301004,0.658195382,0.737024858
RAB3 GTPase activating non-catalytic protein subunit 2,0.099280193,0.658223921,0.737024858
long intergenic non-protein coding RNA 1091,-0.671568108,0.658268326,0.737024858
ER lipid raft associated 2,0.106022085,0.658274628,0.737024858
uncharacterized LOC100507548,-1.328072267,0.658429913,NA
zona pellucida binding protein 2,-1.328072267,0.658429913,NA
"trace amine associated receptor 3, pseudogene",-1.328072267,0.658429913,NA
defective in cullin neddylation 1 domain containing 1,-0.139339798,0.658470261,0.73720593
"heat shock protein 90 beta family member 3, pseudogene",0.481717793,0.658557859,0.737266036
SLC7A11 antisense RNA 1,0.34794072,0.658754879,0.737448629
transglutaminase 1,0.198779382,0.658791332,0.737451464
TNF receptor associated factor 1,-0.131500243,0.659272846,0.737945423
fucose-1-phosphate guanylyltransferase,0.135149084,0.659300488,0.737945423
uncharacterized LOC285593,-0.172908816,0.659358263,0.737972098
family with sequence similarity 209 member B,-0.320461323,0.65943717,0.738022419
NA,-1.327994932,0.659833183,NA
growth hormone 1,1.39639476,0.659870178,NA
ADAM metallopeptidase domain 6 (pseudogene),1.39639476,0.659870178,NA
cullin 2,0.103736809,0.660404497,0.739066977
serine incorporator 5,0.216884086,0.66052014,0.739122719
contactin 4,-0.276256803,0.6605223,0.739122719
eukaryotic translation initiation factor 4E,0.099206808,0.660662787,0.739241877
placenta associated 8,-0.417390607,0.660701258,0.739246876
NA,-1.327943271,0.660775232,NA
homeobox B7,-1.327943271,0.660775232,NA
ribonuclease A family member 7,-1.327943271,0.660775232,NA
transglutaminase 5,-1.327943271,0.660775232,NA
coagulation factor VIII associated 1,0.686306327,0.660930241,0.739465025
SZT2 subunit of KICSTOR complex,0.08973528,0.661101424,0.739618487
mitogen-activated protein kinase 14,-0.089045202,0.661200091,0.739690809
synthesis of cytochrome C oxidase 1,-0.087010687,0.661363161,0.739835168
NA,1.021497187,0.661445738,0.739851406
cancer susceptibility 16,1.021497187,0.661445738,0.739851406
NA,-0.240270092,0.661485587,0.739857914
family with sequence similarity 217 member A,-0.882557886,0.661603153,0.739951343
NA,-0.295565387,0.661659648,0.739976462
proline rich protein BstNI subfamily 1,1.038480774,0.661898017,0.740168129
SUMO1 pseudogene 3,0.150514779,0.66189912,0.740168129
twisted gastrulation BMP signaling modulator 1,0.163061779,0.662046164,0.740294484
SMG9 nonsense mediated mRNA decay factor,0.092915207,0.662615109,0.740874889
protein tyrosine phosphatase receptor type M,-0.10815317,0.662633376,0.740874889
POTE ankyrin domain family member J,1.514509308,0.663002842,NA
NA,1.514509308,0.663002842,NA
transmembrane 4 L six family member 5,1.514509308,0.663002842,NA
solute carrier family 52 member 1,-0.268836437,0.663038192,0.74126241
NA,-1.492993031,0.66309009,0.74126241
microRNA 645,-1.492993031,0.66309009,0.74126241
lncRNA radiation induced regulator of PLK1 and RAD51,1.016710634,0.663167883,0.74126241
ubiquitin conjugating enzyme E2 E1,0.17481902,0.663175613,0.74126241
negative regulator of P-body association,-0.066370449,0.663184542,0.74126241
selectin E,0.455680701,0.663385359,0.74144875
NA,1.016663784,0.663695256,0.741681766
phospholipase A2 group XIIB,1.016663784,0.663695256,0.741681766
ADAM metallopeptidase domain 21 pseudogene 1,-0.552619723,0.663696185,0.741681766
long intergenic non-protein coding RNA 324,0.234190009,0.663787879,0.741746108
myosin heavy chain 10,0.128040054,0.664176175,0.742141863
family with sequence similarity 205 member A,0.336463507,0.664269795,0.742208327
"MOB family member 4, phocein",-0.120363601,0.664445582,0.742366587
myosin light chain 12B pseudogene 2,0.732623029,0.66457402,0.742433573
GATA6 antisense RNA 1 (head to head),-1.493654278,0.664613045,0.742433573
defensin alpha 6,-1.493654278,0.664613045,0.742433573
Wnt ligand secretion mediator,-0.126222484,0.664642134,0.742433573
TBC1D8 antisense RNA 1,0.203202285,0.664781039,0.742550585
F-box and leucine rich repeat protein 19,-0.145058102,0.665135299,0.742908119
HYLS1 centriolar and ciliogenesis associated,0.090113624,0.665345134,0.743082119
chromosome 4 open reading frame 45,-0.278606676,0.665359441,0.743082119
"SH3 domain containing GRB2 like 1, endophilin A2",0.128657397,0.665569876,0.743278954
caseinolytic mitochondrial matrix peptidase chaperone subunit B,-0.114054335,0.666000129,0.743721239
oxidative stress responsive serine rich 1,0.081241571,0.666109686,0.743805376
NA,-1.16406315,0.666215223,0.743820415
TBC1 domain family member 10A,-0.098265088,0.66622989,0.743820415
signal sequence receptor subunit 3,0.104768283,0.666240729,0.743820415
PDZ domain containing 3,-0.635574581,0.666260005,0.743820415
ring finger protein 7,-0.079481229,0.666411524,0.743827833
complement factor H related 3,-1.494475623,0.666506141,0.743827833
adipogenin,-1.494475623,0.666506141,0.743827833
C-type lectin domain family 12 member A,-1.494475623,0.666506141,0.743827833
testis expressed 37,-1.494475623,0.666506141,0.743827833
T cell receptor alpha variable 27,-1.494475623,0.666506141,0.743827833
MAGE family member A10,-1.494475623,0.666506141,0.743827833
family with sequence similarity 228 member A,-0.122305423,0.666562546,0.743852598
olfactory receptor family 2 subfamily T member 12,-1.355250801,0.666815898,0.744097133
methyl-CpG binding domain protein 1,0.09772573,0.667024379,0.744291574
DENND10 pseudogene 1,-0.107800474,0.667067307,0.744301274
SKI proto-oncogene,0.118219878,0.667399732,0.744598987
FERM domain containing 1,-0.468528724,0.667434793,0.744598987
PRKG1 antisense RNA 1,-0.167102933,0.667436873,0.744598987
NA,1.021111948,0.667606719,0.744750253
double C2 domain beta,0.184097841,0.667665228,0.744777308
"MOS proto-oncogene, serine/threonine kinase",-0.917963705,0.667844461,0.744939019
NA,0.243317301,0.667942178,0.745009793
tubulin tyrosine ligase like 9,0.139555647,0.668188099,0.745245856
discoidin domain receptor tyrosine kinase 1,0.363765267,0.668320105,0.745354848
glycine cleavage system protein H (aminomethyl carrier) pseudogene,-0.207624951,0.668485775,0.745501371
collagen type VI alpha 5 chain,-0.595627932,0.668585522,0.745563265
INTS3 and NABP interacting protein,0.078351924,0.66860986,0.745563265
uncharacterized LOC100506321,0.351927758,0.668730162,0.745659168
cathepsin V,0.284465387,0.66900198,0.745923998
damage specific DNA binding protein 1,-0.068163897,0.669039447,0.745927519
uncharacterized LOC100287792,1.365028844,0.66904506,NA
microRNA 2115,1.365028844,0.66904506,NA
NA,1.365028844,0.66904506,NA
calcium homeostasis modulator family member 4,1.365028844,0.66904506,NA
testis expressed 49,1.365028844,0.66904506,NA
H2A.P histone,1.365028844,0.66904506,NA
goosecoid homeobox 2,1.365028844,0.66904506,NA
olfactory receptor family 5 subfamily B member 12,1.365028844,0.66904506,NA
CXXC finger protein 1 pseudogene 1,1.365028844,0.66904506,NA
microRNA 103a-1,1.365028844,0.66904506,NA
ADP-ribosyltransferase 4 (inactive) (Dombrock blood group),1.365028844,0.66904506,NA
golgin A6 family member D pseudogene,1.365028844,0.66904506,NA
microRNA 605,1.365028844,0.66904506,NA
"small nucleolar RNA, C/D box 114-9",1.365028844,0.66904506,NA
"small nucleolar RNA, C/D box 114-18",1.365028844,0.66904506,NA
NA,1.484261527,0.669501927,NA
"small nucleolar RNA, C/D box 82",1.484261527,0.669501927,NA
LRRC52 antisense RNA 1,1.484261527,0.669501927,NA
slingshot protein phosphatase 1,0.108412112,0.669506497,0.746379823
"RB binding protein 5, histone lysine methyltransferase complex subunit",0.094033369,0.66951379,0.746379823
RUN and FYVE domain containing 3,0.090302121,0.669641961,0.746484432
keratin associated protein 5-1,-0.176996522,0.669722868,0.746536345
"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",0.102842271,0.669959668,0.746762018
THAP domain containing 5,-0.108764308,0.670248446,0.7470456
epididymal peptidase inhibitor,-0.492919277,0.670345823,0.747083605
G protein-coupled receptor 84,-0.348009241,0.670382226,0.747083605
zinc finger protein 597,-0.168067015,0.67040262,0.747083605
tubulin beta class I,0.988499503,0.670454359,0.747083605
C-X-C motif chemokine ligand 17,0.988499503,0.670454359,0.747083605
contactin associated protein family member 5,-0.2925884,0.670575312,0.747179593
NA,-0.142292888,0.670619088,0.747179593
GLIS3 antisense RNA 1,0.585029338,0.670643603,0.747179593
NA,0.451986225,0.670711231,0.747216647
solute carrier family 22 member 12,1.135630319,0.670779517,0.747247087
myosin X,0.145439761,0.670807295,0.747247087
testis expressed 30,0.145373275,0.670884359,0.747294643
C1q and TNF related 9B,-0.375645124,0.671449325,0.747836691
calneuron 1,-0.220271448,0.671459279,0.747836691
mitochondrial ribosomal protein L42 pseudogene 5,0.134181405,0.671494988,0.747836691
fatty acid synthase,0.122889066,0.671508573,0.747836691
tropomyosin 1,-0.084405234,0.671718744,0.747994222
long intergenic non-protein coding RNA 1749,-0.547094165,0.671718835,0.747994222
HORMA domain containing 2,0.337303219,0.671921283,0.748159982
regulator of G protein signaling 13,0.61754972,0.671936517,0.748159982
sclerostin domain containing 1,-0.259120414,0.672135748,0.748343488
NA,0.19765549,0.672356853,0.748551329
NA,0.386700158,0.672449925,0.748616612
NA,0.439166208,0.672736798,0.748862206
NA,0.988179074,0.672739421,0.748862206
chromosome 16 open reading frame 74,-0.170108407,0.672863406,0.748961873
"small nucleolar RNA, C/D box 11B",1.468146047,0.672973177,NA
carboxyl ester lipase pseudogene,1.468146047,0.672973177,NA
glycerol kinase 2,1.468146047,0.672973177,NA
WD repeat domain 41,0.096481716,0.673008992,0.749085573
leucine rich repeat containing 14B,-0.367533424,0.673114286,0.749148027
long intergenic non-protein coding RNA 1107,0.574782106,0.673134019,0.749148027
glutathione S-transferase alpha 3,1.337323314,0.673228122,0.749198973
transmembrane protein 123,0.192409869,0.673248716,0.749198973
L3MBTL histone methyl-lysine binding protein 1,0.095356924,0.673419336,0.749350486
growth hormone receptor,-0.186848255,0.673705215,0.749630231
unc-51 like autophagy activating kinase 1,-0.139879797,0.673748255,0.749639755
"coenzyme Q5, methyltransferase",0.114544072,0.673887002,0.74975576
NA,-1.466220958,0.674200489,0.750066157
NA,1.008836683,0.674269955,0.750105055
NA,0.560533625,0.674468803,0.750278756
tubulin tyrosine ligase like 10,0.694035086,0.674495114,0.750278756
lactate dehydrogenase A like 6B,0.713701097,0.675124447,0.750940376
chromosome 22 open reading frame 42,-1.047814146,0.675265744,0.751059116
NA,-0.703568123,0.675361503,0.751127197
SMCR8-C9orf72 complex subunit,0.103965267,0.675415357,0.751134675
long intergenic non-protein coding RNA 327,-0.258319216,0.675437326,0.751134675
HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,0.103245701,0.675749919,0.751443864
NA,-1.46638309,0.675912245,0.751547492
ADAM like decysin 1,-1.46638309,0.675912245,0.751547492
ELL associated factor 1,-0.087092106,0.676176033,0.751802349
protein tyrosine phosphatase non-receptor type 4,-0.157420184,0.67631397,0.75191726
NA,-0.230468542,0.67635375,0.751923036
myocilin,0.518496966,0.676600586,0.752158989
ubiquitin conjugating enzyme E2 A,0.093802376,0.676779936,0.752319899
glycerol kinase 3 pseudogene,0.310239199,0.676836708,0.75234454
NA,-0.352854584,0.677294266,0.752814654
RNA polymerase II associated protein 1,0.097400819,0.677468141,0.752954315
NFKB inhibitor epsilon,0.09198106,0.677489182,0.752954315
ankyrin repeat domain 30B pseudogene 2,-0.63727196,0.677651026,0.753095688
long intergenic non-protein coding RNA 1973,-0.608009193,0.677704382,0.753116488
SLC8A1 antisense RNA 1,-0.30093058,0.677805433,0.753190284
microRNA 548h-1,1.445529765,0.677854609,NA
