"GeneName"	"FoldChange"	"Pvalue"	"Padj"
"MAS related GPR family member X1"	NA	NA	NA
"follicular dendritic cell secreted protein"	NA	NA	NA
"hyaluronidase 6, pseudogene"	NA	NA	NA
"family with sequence similarity 230 member C"	NA	NA	NA
"olfactory receptor family 1 subfamily C member 1"	NA	NA	NA
"olfactory receptor family 1 subfamily J member 4"	NA	NA	NA
"late cornified envelope 2B"	NA	NA	NA
"fibroblast growth factor 21"	NA	NA	NA
"olfactory receptor family 7 subfamily A member 17"	NA	NA	NA
"olfactory receptor family 5 subfamily L member 2"	NA	NA	NA
"olfactory receptor family 5 subfamily K member 1"	NA	NA	NA
"olfactory receptor family 5 subfamily H member 1"	NA	NA	NA
"olfactory receptor family 5 subfamily E member 1 pseudogene"	NA	NA	NA
"olfactory receptor family 10 subfamily J member 1"	NA	NA	NA
"olfactory receptor family 8 subfamily G member 2 pseudogene"	NA	NA	NA
"olfactory receptor family 8 subfamily B member 8"	NA	NA	NA
"olfactory receptor family 8 subfamily G member 1"	NA	NA	NA
"olfactory receptor family 10 subfamily A member 3"	NA	NA	NA
"opsin 1, medium wave sensitive"	NA	NA	NA
"olfactory receptor family 12 subfamily D member 2"	NA	NA	NA
"olfactory receptor family 11 subfamily A member 1"	NA	NA	NA
"olfactory receptor family 10 subfamily H member 3"	NA	NA	NA
"olfactory receptor family 10 subfamily H member 2"	NA	NA	NA
"growth differentiation factor 1"	NA	NA	NA
"double homeobox 4 like 8 (pseudogene)"	NA	NA	NA
"gremlin 1, DAN family BMP antagonist"	-2.34544794551287	NA	NA
"olfactory receptor family 8 subfamily B member 2"	NA	NA	NA
"amelogenin Y-linked"	NA	NA	NA
"olfactory receptor family 7 subfamily E member 24"	NA	NA	NA
"olfactory receptor family 7 subfamily C member 2"	NA	NA	NA
"PHD finger protein 2 pseudogene 1"	NA	NA	NA
"MAM domain containing glycosylphosphatidylinositol anchor 1"	1.66163970694633	NA	NA
"olfactory receptor family 4 subfamily F member 4"	NA	NA	NA
"olfactory receptor family 4 subfamily F member 3"	NA	NA	NA
"olfactory receptor family 4 subfamily E member 2"	NA	NA	NA
"olfactory receptor family 4 subfamily D member 1"	NA	NA	NA
"olfactory receptor family 2 subfamily W member 1"	NA	NA	NA
"D-amino acid oxidase activator"	NA	NA	NA
"olfactory receptor family 2 subfamily J member 2"	NA	NA	NA
"olfactory receptor family 2 subfamily H member 1"	NA	NA	NA
"G antigen 12I"	NA	NA	NA
"G antigen 2E"	NA	NA	NA
"RNA, U105C small nucleolar"	NA	NA	NA
"small nucleolar RNA, C/D box 58B"	NA	NA	NA
"small nucleolar RNA, C/D box 52"	NA	NA	NA
"small nucleolar RNA, C/D box 48"	NA	NA	NA
"RNA, variant U1 small nuclear 7"	NA	NA	NA
"RNA, U1 small nuclear 27, pseudogene"	NA	NA	NA
"RNA, U1 small nuclear 3"	NA	NA	NA
"submaxillary gland androgen regulated protein 3A"	NA	NA	NA
"adenosine monophosphate deaminase 1"	NA	NA	NA
"forkhead box D3"	5.05114922811174	NA	NA
"gap junction protein alpha 8"	NA	NA	NA
"interleukin 36 beta"	NA	NA	NA
"bone morphogenetic protein 10"	NA	NA	NA
"HSFY1 pseudogene 1"	NA	NA	NA
"G protein nucleolar 1 (putative)"	NA	NA	NA
"SSX family member 7"	NA	NA	NA
"SSX family member 8, pseudogene"	NA	NA	NA
"glycoprotein Ib platelet subunit beta"	NA	NA	NA
"glycoprotein 2"	NA	NA	NA
"olfactory receptor family 10 subfamily AG member 1"	NA	NA	NA
"olfactory receptor family 5 subfamily J member 2"	NA	NA	NA
"zinc finger protein 311"	NA	NA	NA
"immunoglobulin kappa variable 1-5"	NA	NA	NA
"long intergenic non-protein coding RNA 841"	NA	NA	NA
"olfactory receptor family 4 subfamily C member 13"	NA	NA	NA
"olfactory receptor family 4 subfamily C member 12"	NA	NA	NA
"olfactory receptor family 51 subfamily V member 1"	NA	NA	NA
"olfactory receptor family 8 subfamily D member 2"	NA	NA	NA
"olfactory receptor family 8 subfamily B member 4"	NA	NA	NA
"long intergenic non-protein coding RNA 2873"	NA	NA	NA
"olfactory receptor family 9 subfamily G member 4"	NA	NA	NA
"long intergenic non-protein coding RNA 301"	NA	NA	NA
"olfactory receptor family 6 subfamily C member 6"	NA	NA	NA
"HNF1A antisense RNA 1"	NA	NA	NA
"olfactory receptor family 7 subfamily E member 156 pseudogene"	NA	NA	NA
"olfactory receptor family 4 subfamily N member 4"	NA	NA	NA
"hect domain and RLD 2 pseudogene 3"	-1.47510105273242	NA	NA
"immunoglobulin heavy variable 7-81 (non-functional)"	NA	NA	NA
"FSHD region gene 1 pseudogene"	NA	NA	NA
"immunoglobulin heavy variable 5-51"	NA	NA	NA
"immunoglobulin heavy variable 4-61"	NA	NA	NA
"long intergenic non-protein coding RNA 1566"	NA	NA	NA
"immunoglobulin heavy variable 4-39"	NA	NA	NA
"immunoglobulin heavy variable 4-34"	NA	NA	NA
"immunoglobulin heavy variable 4-31"	NA	NA	NA
"immunoglobulin heavy variable 4-28"	NA	NA	NA
"immunoglobulin heavy variable 4-4"	NA	NA	NA
"immunoglobulin heavy variable 3-74"	NA	NA	NA
"immunoglobulin heavy variable 3-72"	NA	NA	NA
"immunoglobulin heavy variable 3-66"	NA	NA	NA
"family with sequence similarity E5"	NA	NA	NA
"immunoglobulin heavy variable 3-64"	NA	NA	NA
"immunoglobulin heavy variable 3-53"	NA	NA	NA
"immunoglobulin heavy variable 3-49"	NA	NA	NA
"immunoglobulin heavy variable 3-48"	NA	NA	NA
"immunoglobulin heavy variable 3-43"	NA	NA	NA
"immunoglobulin heavy variable 3-38 (non-functional)"	NA	NA	NA
"immunoglobulin heavy variable 3-35 (non-functional)"	NA	NA	NA
"immunoglobulin heavy variable 3-33"	NA	NA	NA
"SIGLEC family like 1"	NA	NA	NA
"actin like 9"	NA	NA	NA
"olfactory receptor family 2 subfamily Z member 1"	NA	NA	NA
"immunoglobulin heavy variable 3-23"	NA	NA	NA
"methyl-CpG binding domain protein 3 like 5"	NA	NA	NA
"immunoglobulin heavy variable 3-21"	NA	NA	NA
"immunoglobulin heavy variable 3-20"	NA	NA	NA
"immunoglobulin heavy variable 3-16 (non-functional)"	NA	NA	NA
"immunoglobulin heavy variable 3-13"	NA	NA	NA
"immunoglobulin heavy variable 3-11"	NA	NA	NA
"immunoglobulin heavy variable 3-9"	NA	NA	NA
"immunoglobulin heavy variable 2-70"	NA	NA	NA
"immunoglobulin heavy variable 2-26"	NA	NA	NA
"immunoglobulin heavy variable 2-5"	NA	NA	NA
"immunoglobulin heavy variable 1-69"	NA	NA	NA
"immunoglobulin heavy variable 1-58"	NA	NA	NA
"immunoglobulin heavy variable 1-46"	NA	NA	NA
"immunoglobulin heavy variable 1-45"	NA	NA	NA
"immunoglobulin heavy variable 1-3"	NA	NA	NA
"immunoglobulin heavy joining 6"	NA	NA	NA
"immunoglobulin heavy joining 4"	NA	NA	NA
"uncharacterized LOC284788"	NA	NA	NA
"immunoglobulin heavy joining 3"	NA	NA	NA
"immunoglobulin heavy joining 2"	NA	NA	NA
"keratin associated protein 13-4"	NA	NA	NA
"immunoglobulin heavy joining 1"	NA	NA	NA
"immunoglobulin heavy diversity 7-27"	NA	NA	NA
"immunoglobulin heavy diversity 6-25"	NA	NA	NA
"immunoglobulin heavy diversity 6-19"	NA	NA	NA
"immunoglobulin heavy diversity 6-13"	NA	NA	NA
"immunoglobulin heavy diversity 6-6"	NA	NA	NA
"immunoglobulin heavy diversity 5-24 (non-functional)"	NA	NA	NA
"immunoglobulin heavy diversity 5-18"	NA	NA	NA
"immunoglobulin heavy diversity 5-12"	NA	NA	NA
"immunoglobulin heavy diversity 5-5"	NA	NA	NA
"immunoglobulin heavy diversity 4-23 (non-functional)"	NA	NA	NA
"immunoglobulin heavy diversity 4-17"	NA	NA	NA
"immunoglobulin heavy diversity 4-11 (non-functional)"	NA	NA	NA
"immunoglobulin heavy diversity 4-4"	NA	NA	NA
"immunoglobulin heavy diversity 3-22"	NA	NA	NA
"immunoglobulin heavy diversity 3-16"	NA	NA	NA
"immunoglobulin heavy diversity 3-10"	NA	NA	NA
"immunoglobulin heavy diversity 3-9"	NA	NA	NA
"immunoglobulin heavy diversity 3-3"	NA	NA	NA
"immunoglobulin heavy diversity 2-21"	NA	NA	NA
"immunoglobulin heavy diversity 2-15"	NA	NA	NA
"immunoglobulin heavy diversity 2-8"	NA	NA	NA
"immunoglobulin heavy diversity 2-2"	NA	NA	NA
"immunoglobulin heavy diversity 1-26"	NA	NA	NA
"immunoglobulin heavy diversity 1-20"	NA	NA	NA
"immunoglobulin heavy diversity 1-14 (non-functional)"	NA	NA	NA
"immunoglobulin heavy diversity 1-7"	NA	NA	NA
"immunoglobulin heavy diversity 1-1"	NA	NA	NA
"mediator complex subunit 15 pseudogene 9"	NA	NA	NA
"T cell receptor delta variable 1"	NA	NA	NA
"T cell receptor delta joining 3"	NA	NA	NA
"T cell receptor delta diversity 3"	NA	NA	NA
"T cell receptor delta diversity 2"	NA	NA	NA
"T cell receptor delta diversity 1"	NA	NA	NA
NA	NA	NA	NA
"chromosome 3 open reading frame 56"	NA	NA	NA
"long intergenic non-protein coding RNA 1097"	NA	NA	NA
"long intergenic non-protein coding RNA 1019"	NA	NA	NA
"T cell receptor beta variable 28"	NA	NA	NA
"NBPF member 22, pseudogene"	NA	NA	NA
"long intergenic non-protein coding RNA 2159"	NA	NA	NA
"T cell receptor beta variable 11-2"	NA	NA	NA
"T cell receptor beta variable 11-1"	NA	NA	NA
"T cell receptor beta variable 10-2"	NA	NA	NA
"T cell receptor beta variable 9"	NA	NA	NA
"POM121 transmembrane nucleoporin like 12"	NA	NA	NA
"T cell receptor beta variable 7-8"	NA	NA	NA
"T cell receptor beta variable 7-4"	NA	NA	NA
"HOXA cluster antisense RNA 2"	NA	NA	NA
"T cell receptor beta variable 6-8"	NA	NA	NA
"T cell receptor beta variable 6-5"	NA	NA	NA
"T cell receptor beta variable 5-7 (non-functional)"	NA	NA	NA
"long intergenic non-protein coding RNA 2209"	NA	NA	NA
"T cell receptor beta variable 2"	NA	NA	NA
"long intergenic non-protein coding RNA 2843"	NA	NA	NA
"T cell receptor beta joining 2-5"	NA	NA	NA
"T cell receptor beta joining 2-4"	NA	NA	NA
"T cell receptor beta joining 2-1"	NA	NA	NA
"T cell receptor beta diversity 1"	NA	NA	NA
"T cell receptor alpha variable 40"	NA	NA	NA
"T cell receptor alpha variable 38-1"	NA	NA	NA
"T cell receptor alpha variable 36/delta variable 7"	NA	NA	NA
"T cell receptor alpha variable 34"	NA	NA	NA
"MAGE family member B18"	NA	NA	NA
"P2Y receptor family member 8"	NA	NA	NA
"RNA binding motif protein Y-linked family 1 member A3, pseudogene"	NA	NA	NA
"T cell receptor alpha variable 25"	NA	NA	NA
"T cell receptor alpha variable 23/delta variable 6"	NA	NA	NA
"T cell receptor alpha variable 22"	NA	NA	NA
"T cell receptor alpha variable 21"	NA	NA	NA
"T cell receptor alpha variable 20"	NA	NA	NA
"T cell receptor alpha variable 18"	NA	NA	NA
"T cell receptor alpha variable 17"	NA	NA	NA
"T cell receptor alpha variable 12-3"	NA	NA	NA
"T cell receptor alpha variable 12-2"	NA	NA	NA
"T cell receptor alpha variable 12-1"	NA	NA	NA
"T cell receptor alpha variable 10"	NA	NA	NA
"T cell receptor alpha variable 9-2"	NA	NA	NA
"T cell receptor alpha variable 9-1"	NA	NA	NA
"T cell receptor alpha variable 8-4"	NA	NA	NA
"casein alpha s2 like A, pseudogene"	NA	NA	NA
"T cell receptor alpha variable 8-2"	NA	NA	NA
"T cell receptor alpha variable 8-1"	NA	NA	NA
"T cell receptor alpha variable 7"	NA	NA	NA
"T cell receptor alpha variable 4"	NA	NA	NA
"T cell receptor alpha variable 3"	NA	NA	NA
"T cell receptor alpha variable 2"	NA	NA	NA
"T cell receptor alpha variable 1-2"	NA	NA	NA
"T cell receptor alpha variable 1-1"	NA	NA	NA
"T cell receptor alpha joining 61 (non-functional)"	NA	NA	NA
"T cell receptor alpha joining 59 (non-functional)"	NA	NA	NA
"T cell receptor alpha joining 58 (non-functional)"	NA	NA	NA
"T cell receptor alpha joining 57"	NA	NA	NA
"T cell receptor alpha joining 56"	NA	NA	NA
"T cell receptor alpha joining 54"	NA	NA	NA
"T cell receptor alpha joining 53"	NA	NA	NA
"T cell receptor alpha joining 52"	NA	NA	NA
"T cell receptor alpha joining 50"	NA	NA	NA
"T cell receptor alpha joining 49"	NA	NA	NA
"T cell receptor alpha joining 48"	NA	NA	NA
"T cell receptor alpha joining 47"	NA	NA	NA
"T cell receptor alpha joining 46"	NA	NA	NA
"T cell receptor alpha joining 45"	NA	NA	NA
"T cell receptor alpha joining 44"	NA	NA	NA
"T cell receptor alpha joining 43"	NA	NA	NA
"T cell receptor alpha joining 42"	NA	NA	NA
"T cell receptor alpha joining 41"	NA	NA	NA
"T cell receptor alpha joining 40"	NA	NA	NA
"T cell receptor alpha joining 39"	NA	NA	NA
"T cell receptor alpha joining 38"	NA	NA	NA
"T cell receptor alpha joining 37"	NA	NA	NA
"T cell receptor alpha joining 36"	NA	NA	NA
"T cell receptor alpha joining 35 (non-functional)"	NA	NA	NA
"T cell receptor alpha joining 33"	NA	NA	NA
"T cell receptor alpha joining 32"	NA	NA	NA
"T cell receptor alpha joining 31"	NA	NA	NA
"T cell receptor alpha joining 30"	NA	NA	NA
"T cell receptor alpha joining 28"	NA	NA	NA
"T cell receptor alpha joining 26"	NA	NA	NA
"T cell receptor alpha joining 25 (non-functional)"	NA	NA	NA
"T cell receptor alpha joining 24"	NA	NA	NA
"T cell receptor alpha joining 23"	NA	NA	NA
"T cell receptor alpha joining 22"	NA	NA	NA
"T cell receptor alpha joining 20"	NA	NA	NA
"T cell receptor alpha joining 19 (non-functional)"	NA	NA	NA
"T cell receptor alpha joining 18"	NA	NA	NA
"T cell receptor alpha joining 17"	NA	NA	NA
"T cell receptor alpha joining 16"	NA	NA	NA
"T cell receptor alpha joining 15"	NA	NA	NA
"T cell receptor alpha joining 13"	NA	NA	NA
"T cell receptor alpha joining 11"	NA	NA	NA
"T cell receptor alpha joining 9"	NA	NA	NA
"T cell receptor alpha joining 8"	NA	NA	NA
"T cell receptor alpha joining 7"	NA	NA	NA
"T cell receptor alpha joining 5"	NA	NA	NA
"T cell receptor alpha joining 4"	NA	NA	NA
"T cell receptor alpha joining 3"	NA	NA	NA
"T cell receptor alpha joining 2 (non-functional)"	NA	NA	NA
"immunoglobulin lambda variable 10-54"	NA	NA	NA
"immunoglobulin lambda variable 9-49"	NA	NA	NA
"immunoglobulin lambda variable 8-61"	NA	NA	NA
"immunoglobulin lambda variable 7-46"	NA	NA	NA
"immunoglobulin lambda variable 7-43"	NA	NA	NA
"immunoglobulin lambda variable 5-48 (non-functional)"	NA	NA	NA
"immunoglobulin lambda variable 5-45"	NA	NA	NA
"immunoglobulin lambda variable 4-69"	NA	NA	NA
"immunoglobulin lambda variable 4-60"	NA	NA	NA
"immunoglobulin lambda variable 4-3"	NA	NA	NA
"immunoglobulin lambda variable 3-32 (non-functional)"	NA	NA	NA
"immunoglobulin lambda variable 3-27"	NA	NA	NA
"immunoglobulin lambda variable 3-25"	NA	NA	NA
"immunoglobulin lambda variable 3-22"	NA	NA	NA
"immunoglobulin lambda variable 3-21"	NA	NA	NA
"immunoglobulin lambda variable 3-19"	NA	NA	NA
"immunoglobulin lambda variable 3-16"	NA	NA	NA
"glutathione peroxidase 5"	NA	NA	NA
"immunoglobulin lambda variable 3-12"	NA	NA	NA
"immunoglobulin lambda variable 3-9"	NA	NA	NA
"immunoglobulin lambda variable 2-33 (non-functional)"	NA	NA	NA
"immunoglobulin lambda variable 2-23"	NA	NA	NA
"immunoglobulin lambda variable 2-18"	NA	NA	NA
"immunoglobulin lambda variable 2-11"	NA	NA	NA
"immunoglobulin lambda variable 2-8"	NA	NA	NA
"immunoglobulin lambda variable 1-47"	NA	NA	NA
"immunoglobulin lambda joining 7"	NA	NA	NA
"immunoglobulin lambda joining 5 (non-functional)"	NA	NA	NA
"immunoglobulin lambda joining 4 (non-functional)"	NA	NA	NA
"immunoglobulin lambda joining 3"	NA	NA	NA
"immunoglobulin lambda joining 2"	NA	NA	NA
"immunoglobulin lambda joining 1"	NA	NA	NA
"immunoglobulin lambda constant 7"	NA	NA	NA
"immunoglobulin kappa variable 6D-41 (non-functional)"	NA	NA	NA
"immunoglobulin kappa variable 6D-21 (non-functional)"	NA	NA	NA
"immunoglobulin kappa variable 3D-15"	NA	NA	NA
"immunoglobulin kappa variable 3D-11"	NA	NA	NA
"immunoglobulin kappa variable 3D-7"	NA	NA	NA
"immunoglobulin kappa variable 2D-40"	NA	NA	NA
"immunoglobulin kappa variable 2D-30"	NA	NA	NA
"immunoglobulin kappa variable 2D-29"	NA	NA	NA
"immunoglobulin kappa variable 1D-42 (non-functional)"	NA	NA	NA
"immunoglobulin kappa variable 1D-37 (non-functional)"	NA	NA	NA
"immunoglobulin kappa variable 1D-33"	NA	NA	NA
"immunoglobulin kappa variable 1D-17"	NA	NA	NA
"immunoglobulin kappa variable 1D-16"	NA	NA	NA
"immunoglobulin kappa variable 1D-12"	NA	NA	NA
"immunoglobulin kappa variable 6-21 (non-functional)"	NA	NA	NA
"immunoglobulin kappa variable 5-2"	NA	NA	NA
"immunoglobulin kappa variable 3-15"	NA	NA	NA
"immunoglobulin kappa variable 3-7 (non-functional)"	NA	NA	NA
"immunoglobulin kappa variable 2-40"	NA	NA	NA
"immunoglobulin kappa variable 2-30"	NA	NA	NA
"immunoglobulin kappa variable 2-28"	NA	NA	NA
"immunoglobulin kappa variable 2-24"	NA	NA	NA
"immunoglobulin kappa variable 1-37 (non-functional)"	NA	NA	NA
"immunoglobulin kappa variable 1-27"	NA	NA	NA
"immunoglobulin kappa variable 1-17"	NA	NA	NA
"immunoglobulin kappa variable 1-16"	NA	NA	NA
"immunoglobulin kappa variable 1-13"	NA	NA	NA
"immunoglobulin kappa variable 1-9"	NA	NA	NA
"immunoglobulin kappa variable 1-8"	NA	NA	NA
"immunoglobulin kappa variable 1-6"	NA	NA	NA
"immunoglobulin kappa joining 5"	NA	NA	NA
"immunoglobulin kappa joining 4"	NA	NA	NA
"immunoglobulin kappa joining 3"	NA	NA	NA
"immunoglobulin kappa joining 2"	NA	NA	NA
"immunoglobulin kappa joining 1"	NA	NA	NA
"mitochondrial ribosomal protein S18B"	NA	NA	NA
"transmembrane serine protease 11E"	NA	NA	NA
"chromosome 6 open reading frame 15"	NA	NA	NA
"galectin 13"	NA	NA	NA
"general transcription factor IIH subunit 4"	NA	NA	NA
"guanylate cyclase activator 2B"	NA	NA	NA
"interleukin 19"	NA	NA	NA
"sperm protein associated with the nucleus, X-linked, family member A1"	NA	NA	NA
"H1.6 linker histone, cluster member"	NA	NA	NA
"complement factor H related 2"	NA	NA	NA
"phospholipase A2 group IIE"	NA	NA	NA
"cancer/testis antigen 2"	5.04304892852245	NA	NA
"major histocompatibility complex, class I, A"	-4.70573026376275	NA	NA
"major histocompatibility complex, class I, B"	-1.04226348508054	NA	NA
"major histocompatibility complex, class II, DO alpha"	NA	NA	NA
"major histocompatibility complex, class II, DO beta"	NA	NA	NA
"major histocompatibility complex, class II, DP alpha 1"	NA	NA	NA
"major histocompatibility complex, class II, DP beta 1"	NA	NA	NA
"major histocompatibility complex, class II, DQ alpha 2"	NA	NA	NA
"major histocompatibility complex, class II, DQ beta 1"	-5.21152498144481	NA	NA
"major histocompatibility complex, class II, DQ beta 2"	NA	NA	NA
"major histocompatibility complex, class II, DR beta 1"	-2.58249450888143	NA	NA
"major histocompatibility complex, class II, DR beta 5"	-3.97591796931314	NA	NA
"major histocompatibility complex, class II, DR beta 6 (pseudogene)"	NA	NA	NA
"major histocompatibility complex, class I, G"	NA	NA	NA
"major histocompatibility complex, class I, L (pseudogene)"	NA	NA	NA
"3-hydroxy-3-methylglutaryl-CoA synthase 2"	5.63596142567576	NA	NA
"forkhead box A2"	NA	NA	NA
"vomeronasal 1 receptor 4"	NA	NA	NA
"POTE ankyrin domain family member D"	NA	NA	NA
"keratin 73"	NA	NA	NA
"T cell leukemia homeobox 1"	NA	NA	NA
"homeobox A1"	NA	NA	NA
"homeobox A2"	NA	NA	NA
"homeobox A3"	NA	NA	NA
"homeobox A4"	NA	NA	NA
"homeobox A5"	NA	NA	NA
"homeobox A6"	NA	NA	NA
"homeobox A7"	NA	NA	NA
"homeobox A9"	NA	NA	NA
"homeobox A11"	NA	NA	NA
"homeobox B1"	NA	NA	NA
"homeobox B8"	NA	NA	NA
"homeobox B9"	NA	NA	NA
"homeobox C5"	NA	NA	NA
"homeobox C6"	NA	NA	NA
"homeobox C8"	NA	NA	NA
"homeobox C9"	NA	NA	NA
"homeobox C11"	NA	NA	NA
"homeobox C12"	NA	NA	NA
"homeobox D4"	NA	NA	NA
"homeobox D9"	NA	NA	NA
"homeobox D10"	NA	NA	NA
"homeobox D12"	NA	NA	NA
"homeobox D13"	NA	NA	NA
"amyloid P component, serum"	NA	NA	NA
NA	NA	NA	NA
"heat shock protein family A (Hsp70) member 1 like"	NA	NA	NA
"histatin 1"	NA	NA	NA
"histatin 3"	NA	NA	NA
"5-hydroxytryptamine receptor 2C"	-0.612618031940786	NA	NA
"keratin associated protein 7-1"	NA	NA	NA
"keratin associated protein 8-1"	NA	NA	NA
"keratin associated protein 11-1"	NA	NA	NA
"keratin associated protein 19-1"	NA	NA	NA
"keratin associated protein 13-2"	NA	NA	NA
"keratin associated protein 13-3"	NA	NA	NA
"keratin associated protein 23-1"	NA	NA	NA
"keratin associated protein 6-1"	NA	NA	NA
"keratin associated protein 6-2"	NA	NA	NA
"keratin associated protein 6-3"	NA	NA	NA
"keratin associated protein 19-2"	NA	NA	NA
"keratin associated protein 19-3"	NA	NA	NA
"keratin associated protein 19-4"	NA	NA	NA
"keratin associated protein 19-5"	NA	NA	NA
"keratin associated protein 19-6"	NA	NA	NA
"keratin associated protein 20-1"	NA	NA	NA
"keratin associated protein 20-2"	NA	NA	NA
"keratin associated protein 21-1"	NA	NA	NA
"keratin associated protein 21-2"	NA	NA	NA
"keratin associated protein 22-1"	NA	NA	NA
"keratin associated protein 20-3"	NA	NA	NA
"long intergenic non-protein coding RNA 226"	NA	NA	NA
"long intergenic non-protein coding RNA 221"	NA	NA	NA
"S100 calcium binding protein A7A"	NA	NA	NA
"taste 2 receptor member 60"	NA	NA	NA
"small nucleolar RNA, C/D box 108"	NA	NA	NA
"transmembrane protein 225"	NA	NA	NA
"olfactory receptor family 5 subfamily F member 1"	NA	NA	NA
"olfactory receptor family 5 subfamily AP member 2"	NA	NA	NA
NA	NA	NA	NA
"ribonuclease A family member 10 (inactive)"	NA	NA	NA
"apolipoprotein B mRNA editing enzyme catalytic subunit 1"	NA	NA	NA
NA	NA	NA	NA
"leucine rich repeat containing 30"	NA	NA	NA
"serine protease 38"	NA	NA	NA
"long intergenic non-protein coding RNA 1734"	NA	NA	NA
"testis expressed 33"	NA	NA	NA
"long intergenic non-protein coding RNA 2239"	NA	NA	NA
"interferon induced transmembrane protein 4 pseudogene"	NA	NA	NA
"CTAGE family member 6"	NA	NA	NA
"uncharacterized LOC340357"	NA	NA	NA
"POTE ankyrin domain family member A"	NA	NA	NA
"family with sequence similarity 41 member A, Y-linked 1"	NA	NA	NA
"lipase family member M"	NA	NA	NA
"H6 family homeobox 3"	NA	NA	NA
"endogenous Bornavirus like nucleoprotein 1"	NA	NA	NA
"membrane spanning 4-domains A10"	NA	NA	NA
"olfactory receptor family 6 subfamily C member 2"	NA	NA	NA
"olfactory receptor family 6 subfamily C member 4"	NA	NA	NA
"olfactory receptor family 6 subfamily S member 1"	NA	NA	NA
"leucine twenty homeobox"	NA	NA	NA
"ret finger protein like 4A"	NA	NA	NA
"arylacetamide deacetylase like 4"	NA	NA	NA
"PRAME family member 5"	NA	NA	NA
"PRAME family member 9"	NA	NA	NA
"PRAME family member 10"	NA	NA	NA
"olfactory receptor family 2 subfamily T member 3"	NA	NA	NA
"olfactory receptor family 10 subfamily R member 2"	NA	NA	NA
"olfactory receptor family 2 subfamily T member 29"	NA	NA	NA
"folliculogenesis specific bHLH transcription factor"	NA	NA	NA
"notochord homeobox"	NA	NA	NA
"even-skipped homeobox 2"	NA	NA	NA
"interferon alpha 5"	NA	NA	NA
"interferon alpha 7"	NA	NA	NA
"interferon alpha 10"	NA	NA	NA
"arylacetamide deacetylase like 2"	NA	NA	NA
"receptor transporter protein 2"	NA	NA	NA
"interferon alpha 16"	NA	NA	NA
"actin beta like 2"	NA	NA	NA
"interferon gamma"	NA	NA	NA
"ZFP57 zinc finger protein"	NA	NA	NA
"olfactory receptor family 2 subfamily A member 12"	NA	NA	NA
"monoacylglycerol O-acyltransferase 3"	NA	NA	NA
"killer cell lectin like receptor G2"	-4.10238990821467	NA	NA
"olfactory receptor family 1 subfamily J member 1"	NA	NA	NA
"H3 histone pseudogene 44"	NA	NA	NA
"DDB1 and CUL4 associated factor 8 like 2"	NA	NA	NA
"olfactory receptor family 13 subfamily H member 1"	NA	NA	NA
"chromosome X open reading frame 66"	NA	NA	NA
"MAGE family member B5"	NA	NA	NA
"small nucleolar RNA, C/D box 64"	NA	NA	NA
"otopetrin 3"	NA	NA	NA
"long intergenic non-protein coding RNA 442"	NA	NA	NA
"acyl-CoA synthetase medium chain family member 2B"	NA	NA	NA
"CCL15-CCL14 readthrough (NMD candidate)"	NA	NA	NA
"TLR8 antisense RNA 1"	NA	NA	NA
"immunoglobulin heavy constant epsilon"	NA	NA	NA
"immunoglobulin heavy constant gamma 1 (G1m marker)"	-9.45883063562196	NA	NA
"immunoglobulin heavy constant gamma 4 (G4m marker)"	NA	NA	NA
"immunoglobulin kappa constant"	NA	NA	NA
"HLA complex P5B"	NA	NA	NA
"late cornified envelope 1A"	NA	NA	NA
"late cornified envelope 1B"	NA	NA	NA
"late cornified envelope 1C"	NA	NA	NA
"late cornified envelope 1D"	NA	NA	NA
"late cornified envelope 1E"	NA	NA	NA
"late cornified envelope 1F"	NA	NA	NA
"late cornified envelope 2A"	NA	NA	NA
"late cornified envelope 2C"	NA	NA	NA
"late cornified envelope 2D"	NA	NA	NA
"late cornified envelope 3A"	NA	NA	NA
"late cornified envelope 3B"	NA	NA	NA
"late cornified envelope 3C"	NA	NA	NA
"late cornified envelope 3E"	NA	NA	NA
"peptidyl arginine deiminase 6"	NA	NA	NA
"keratin 26"	NA	NA	NA
"keratin associated protein 12-2"	NA	NA	NA
"keratin associated protein 12-1"	NA	NA	NA
"keratin associated protein 10-10"	NA	NA	NA
"variable charge Y-linked 1B"	NA	NA	NA
"XK related, Y-linked 2"	NA	NA	NA
"immunoglobulin lambda constant 1"	NA	NA	NA
"immunoglobulin lambda constant 2"	NA	NA	NA
"immunoglobulin lambda constant 3 (Kern-Oz+ marker)"	NA	NA	NA
"interleukin 2"	NA	NA	NA
"interleukin 3"	NA	NA	NA
"developmental pluripotency associated 3"	NA	NA	NA
"NANOG neighbor homeobox"	NA	NA	NA
"PRAC2 small nuclear protein"	NA	NA	NA
"interleukin 17A"	NA	NA	NA
"inhibin subunit beta A"	3.38590375576153	NA	NA
"pancreatic and duodenal homeobox 1"	NA	NA	NA
"integrin subunit beta 6"	NA	NA	NA
"involucrin"	NA	NA	NA
"potassium voltage-gated channel subfamily A member 5"	-0.788271839795298	NA	NA
"coiled-coil domain containing 172"	NA	NA	NA
"cysteine rich tail 1"	NA	NA	NA
"syndecan 4 pseudogene"	NA	NA	NA
NA	NA	NA	NA
"RNA binding motif protein Y-linked family 1 member B"	NA	NA	NA
"RNA binding motif protein Y-linked family 1 member D"	NA	NA	NA
