	SRR1554535	SRR1554537	SRR1554539	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
693220	20	4	18	21	24	18	17	11
693221	1	1	1	1	2	5	1	0
693222	19	52	15	32	24	38	61	50
693223	0	0	0	0	0	0	0	0
693224	0	0	0	0	0	0	0	0
693225	0	0	0	0	0	0	0	0
693226	4	42	7	18	9	36	23	31
693227	2	0	1	2	0	0	0	0
693228	0	4	0	1	1	6	6	4
693229	0	3	0	2	0	0	3	3
693230	0	1	2	0	0	0	0	0
693231	0	0	0	0	0	0	1	0
693232	26	84	9	53	26	96	97	86
693233	0	0	0	1	2	0	0	1
693234	0	0	0	0	1	1	0	0
693235	7	2	0	2	6	3	1	3
6934	714	441	589	864	818	533	672	720
6935	1968	4858	2305	2649	1849	6706	5092	6570
6936	453	1188	543	719	265	1478	1243	1242
6938	1418	5707	1006	3544	840	7223	6931	6772
6939	9	8	8	17	6	47	17	14
694	765	2964	529	827	358	2173	3599	1562
6940	499	1286	405	505	248	1443	1740	1357
6941	0	57	1	6	0	10	8	34
6942	1373	7480	1852	2233	2731	6683	6582	7047
6943	0	0	1	0	0	12	0	0
6944	1095	3349	870	1483	1305	2656	3200	2179
6945	673	1434	547	772	785	1275	1472	1162
6947	1	0	1	3	1	0	0	1
6948	280	390	247	433	325	392	489	253
6949	1290	2883	1198	1885	2131	4241	2735	3158
695	18	15	19	50	8	38	15	27
6950	4997	12011	4642	5743	3835	13161	12974	8693
6953	0	2	0	2	0	1	0	0
6954	12	24	10	11	8	16	23	4
6956	0	0	0	0	0	0	0	0
696	3	6	0	3	1	7	4	4
6966	0	0	0	0	0	0	0	0
6967	19	2	9	14	2	0	0	0
6968	0	0	0	0	0	0	0	0
6969	0	0	0	0	0	0	0	0
6970	0	0	0	0	0	0	0	0
6971	1	1	0	6	0	0	0	0
6972	1	0	0	6	0	0	0	0
6974	0	0	1	1	0	0	0	0
6975	0	1	0	0	0	0	0	0
6976	0	0	1	0	1	0	0	0
6977	0	0	0	0	0	1	0	0
6978	0	0	0	0	0	1	0	0
6982	0	0	1	0	0	0	0	0
6983	4	1	0	1	1	3	0	0
6988	1524	717	1071	1823	1483	626	887	552
699	19	956	12	16	0	2454	847	1574
6990	3522	319	2888	2583	1472	385	807	371
6991	15	48	17	25	26	51	50	52
6992	15	26	70	12	15	30	25	22
6993	392	2808	216	617	202	2404	3272	2602
6996	430	2824	394	635	277	2959	3759	2234
6997	21	6	33	117	10	16	13	5
6998	0	0	2	11	0	0	1	0
6999	53	1	59	48	15	1	1	0
70	91	7	117	90	97	68	77	60
7001	7203	7545	5583	7096	8000	7892	7793	5380
7003	984	2897	719	1964	707	2929	2579	2827
7004	19	54	21	25	42	64	43	55
7005	73	112	40	76	73	309	103	197
7006	7	78	16	29	18	35	91	31
7007	159	448	261	251	224	444	459	454
7008	3860	1238	3594	4257	6896	1073	926	700
7009	13165	11502	8073	19059	10124	14379	14934	10381
701	12	1043	13	18	11	2922	930	1720
7010	331	329	519	697	644	445	439	329
7011	270	894	215	646	261	650	598	542
7012	1	5	4	3	5	0	9	2
7013	1080	1798	1010	1442	737	2333	2550	1833
7014	1819	2991	1691	2049	2103	3251	3460	2376
7015	3	1	8	3	18	20	4	4
7016	1602	2158	1360	1693	2719	2092	2759	1952
7018	20343	168	6647	63360	5022	153	476	230
7019	439	1693	442	554	382	1608	1878	1378
7020	2	15	7	13	7	30	37	20
7021	0	1	0	1	0	18	16	18
7022	27	1190	10	24	17	2294	1120	1835
7023	166	755	135	230	281	670	559	620
7024	1233	2522	1028	1802	1174	2694	3319	2128
7025	2180	14735	1851	2220	3360	1293	2971	888
7026	501	634	547	547	604	1142	1648	924
7027	1307	3145	880	1656	1154	4614	3696	2994
7029	1172	4375	1061	1390	1056	5618	5196	5571
7030	2746	1604	2198	3150	5194	1781	1975	1466
7031	1	0	0	0	0	0	0	0
7032	0	0	0	0	0	0	0	0
7033	1	1	1	0	0	5	2	1
7035	42	538	65	63	54	416	874	269
7036	262	441	280	208	501	212	284	197
7037	2724	2979	3163	3274	1921	3389	4021	3168
7038	11	153	9	26	15	129	304	134
7039	602	138	360	1776	238	104	736	85
7040	271	328	137	298	236	306	257	248
7041	84	229	71	90	99	328	203	256
7042	977	1328	415	867	494	449	1427	1186
7043	403	3173	187	774	316	307	968	224
7044	2	2	7	5	6	2	4	4
7045	36	35	107	136	85	344	231	99
7046	337	4913	279	594	179	5799	5170	6262
7047	0	2	2	0	1	3	3	0
7048	492	372	474	944	315	855	594	439
7049	435	59	220	522	206	200	192	131
705	245	858	294	381	303	1216	909	702
7050	90	443	41	151	50	789	612	534
7051	35	64	37	116	103	170	202	85
7052	956	247	689	655	909	452	341	317
7053	15	1	16	13	13	6	2	3
7054	62	0	22	19	31	19	61	4
7056	42	55	73	94	174	139	105	92
7057	152	9975	194	174	198	4327	4712	4257
7058	1219	1248	999	1801	991	582	461	568
7059	645	953	506	752	635	1564	1345	1332
706	131	722	71	298	83	364	425	200
7060	614	191	505	755	987	226	250	170
7062	91	37	98	52	106	158	103	63
7064	2062	1682	1642	2088	2770	2795	1780	1731
7066	121	34	99	99	136	7	16	11
7067	7584	14876	6617	8486	10962	10701	16160	9492
7068	4097	924	5934	4433	6509	372	3705	324
7069	0	11	1	3	3	5	11	5
7070	24065	4269	25857	27611	38022	3321	4009	2099
7071	558	2221	801	718	706	999	1455	826
7072	2240	14338	1770	3676	1077	15222	19655	15359
7073	2085	6028	1726	3277	1421	6702	7663	5997
7074	1535	3030	2128	2969	2811	1127	2261	1199
7075	490	366	571	804	696	903	596	420
7076	69	156	99	248	168	330	202	163
7077	6801	15153	5631	10088	7988	13165	18535	9618
7078	3257	933	1851	3883	2722	2467	2568	1727
7079	69	21	89	103	89	15	37	18
708	1626	1784	1180	1346	1206	1674	1683	1021
7080	13	0	5	6	11	22	30	13
7082	4224	2838	3266	9893	3132	2968	3581	2546
7083	37	268	12	91	39	625	180	294
7084	1389	1293	1049	1752	1253	1428	1461	1107
7086	4566	5920	2892	5025	4607	7474	5273	5747
7087	2251	89	2446	2155	5438	9	322	1
7088	1167	2470	971	1201	1701	5258	2112	3375
7089	911	1671	742	799	1654	999	1420	607
7090	698	8646	674	942	1532	5961	6797	5832
7091	1823	8467	1529	3519	1537	3063	7100	6503
7092	97	15	113	108	76	29	96	31
7093	271	18	236	329	211	15	55	5
7094	2709	3129	1728	5269	2981	4892	2865	3220
7095	6302	4541	5242	7737	2390	4402	6888	4064
7096	11	60	20	60	8	21	58	28
7097	36	12	24	59	31	32	27	20
7098	11	24	29	26	10	24	29	19
7099	465	129	251	751	226	221	157	181
71	17543	77832	13069	20875	24277	78970	65421	65426
710	618	830	493	750	601	1029	1133	772
7100	23	36	20	38	15	45	53	49
7101	661	1413	293	788	469	3137	1284	2475
7102	25394	6025	19665	27085	21990	3336	7153	3007
7103	28	0	20	84	9	0	1	0
7104	0	0	0	0	0	1	0	0
7105	273	1200	185	304	83	1334	1504	1103
7106	183	642	95	253	212	895	543	568
7107	1147	1049	430	1155	571	807	1125	688
7108	1307	875	1014	1602	1416	922	1248	704
7109	2219	3033	2596	4703	2860	2973	2988	2600
711	2	4	2	2	1	1	4	1
7110	1105	2550	1245	1631	854	2339	2982	2405
7111	819	3404	1136	886	1387	587	2024	517
7112	1191	6965	1075	1429	680	15998	9513	9985
7113	1	0	0	2	0	0	21	0
7114	39	122	20	68	64	89	173	126
7117	276	545	198	387	71	841	655	380
712	108	52	60	258	64	64	71	25
7122	738	1269	676	1704	1526	1292	1105	697
7123	242	444	290	553	144	455	519	260
7124	0	0	0	0	0	0	0	0
7125	40	8	30	31	46	7	6	11
7126	1973	2552	2163	2456	3089	2600	3064	2481
7127	536	415	344	387	652	189	527	168
7128	69	78	48	94	60	138	353	111
713	156	66	78	298	66	54	50	20
7130	64	0	18	72	19	1	3	1
7132	304	350	260	471	360	528	385	302
7133	163	142	143	315	210	267	178	117
7134	11	4	6	8	4	11	8	3
7135	0	3	2	1	0	7	2	0
7136	1	0	0	1	1	2	3	1
7137	30	11	11	8	12	20	18	14
7138	174	8	107	254	234	84	52	19
7139	613	3	527	451	839	7	13	8
714	172	105	68	317	152	157	96	69
7140	24	0	7	16	19	25	14	12
7141	0	0	0	1	0	0	1	0
7142	0	0	0	0	0	0	0	0
7143	318	1300	1878	1156	2978	790	1974	956
7145	2066	829	1643	4628	2525	1526	814	914
7146	2	0	1	0	1	1	0	0
7148	1	0	0	0	1	0	0	1
715	245	85	172	444	289	278	170	137
7150	1958	6873	1973	2601	2243	9510	8218	8499
7151	13	37	19	16	17	110	39	38
7152	0	0	0	0	0	0	0	0
7153	6	7495	2	19	6	18903	6970	12151
7155	6430	27747	6719	8123	4308	52668	44395	34596
7156	560	2307	561	768	773	3500	2565	2361
7157	201	1441	96	296	169	1897	1138	1416
7158	1760	8428	3418	2992	3767	9073	8343	8715
7159	2468	3239	868	3164	1471	5074	3910	4533
716	571	368	417	536	500	397	432	238
7161	4	14	2	7	10	109	48	66
7162	618	129	890	629	1044	260	223	128
7163	6360	487	5638	6247	3990	503	939	572
7164	1246	8	645	781	982	141	141	13
7165	2732	3090	1890	3612	3155	3574	3473	2613
7166	4	16	4	14	3	30	30	19
7167	13708	5370	12212	14822	13122	6494	5355	3942
7168	2295	3961	3056	2912	2730	3977	4674	3864
7169	674	839	754	651	1086	1751	1119	922
717	0	0	0	0	0	1	0	0
7170	7282	8562	7455	7968	8042	9129	11411	6076
7171	3570	8140	3299	5106	3532	9572	10870	8529
7172	1504	321	1486	1492	1060	445	474	304
7173	17	3	7	11	12	2	8	0
7174	1062	3084	1365	1828	812	3348	3418	3394
7175	1628	7058	2508	3223	1856	9892	8302	8632
7177	0	1	2	2	3	2	0	3
7178	14255	34531	10815	16208	12596	24846	27513	19599
7179	0	0	0	0	0	0	0	0
718	854	805	182	1922	210	790	628	589
7180	0	2	1	1	0	4	14	2
7181	845	817	797	1186	487	1628	2715	1903
7182	2070	11381	3438	3803	3193	7835	10754	8859
7184	9114	10390	8179	11033	6402	18942	13700	10461
7185	522	475	202	487	273	574	677	395
7186	394	638	279	509	659	1182	725	755
7187	395	1053	743	669	956	682	850	633
7188	441	546	500	402	303	546	798	387
7189	167	850	297	447	278	686	822	692
719	36	22	21	88	17	36	34	19
72	15	5	40	40	35	31	20	14
720	1	3	0	4	1	3	4	0
7200	47	97	25	24	51	374	738	286
7201	0	9	2	0	1	3	18	3
7203	3942	9592	3116	5491	3852	12390	9541	7575
7204	3065	20657	5249	4981	8048	13454	20270	16719
7205	431	324	196	600	363	849	261	451
721	0	0	0	0	3	0	0	0
7216	2237	7300	2098	2910	2280	9354	8500	7536
722	4	4	8	9	13	3	7	6
7220	1117	1023	1090	1462	595	1641	2100	1449
7221	0	1	1	1	2	0	0	2
7222	136	166	217	166	129	302	359	216
7223	43	232	72	65	65	103	346	112
7224	50	805	331	124	199	71	344	264
7225	51	221	77	81	35	197	181	87
7226	1827	112	1984	2135	3136	218	144	102
7227	501	519	372	861	394	1116	840	805
723779	0	0	0	0	0	0	0	0
723790	0	7	1	3	1	4	4	8
723809	0	3	3	0	2	0	2	2
723961	0	0	0	0	0	0	0	0
723972	15	118	14	49	4	145	184	151
724022	0	0	0	0	0	0	0	0
724023	0	0	0	0	0	0	0	0
724024	0	0	0	0	0	0	0	0
724025	0	0	0	0	0	0	0	0
724026	3	0	4	5	2	0	5	0
724027	21	1	8	57	14	0	1	1
724028	0	0	0	0	0	1	2	0
724029	0	0	1	0	2	1	1	3
724030	0	0	0	0	0	0	0	0
724031	0	0	1	0	1	0	0	0
724032	0	0	0	0	0	0	0	0
724033	0	0	0	0	0	0	0	0
724102	27	8	26	49	19	17	39	22
7247	2728	3867	2321	3278	2050	4239	4365	3105
7248	2515	6135	3487	4001	4506	5929	6939	5699
7249	2860	8416	3071	3712	5749	10332	7712	7208
725	1	1	1	2	1	2	2	1
7251	1102	2717	867	1526	859	2756	3396	2223
7252	0	5	1	1	0	3	11	5
7253	5	23	11	13	6	27	27	13
7257	1497	1102	1203	1609	719	1211	1476	951
7258	0	0	0	0	0	0	0	0
7259	17366	8356	16159	15257	18910	5544	8154	5095
726	1105	2801	1207	1254	1671	2024	2367	2057
7260	1058	1093	941	1233	1225	1041	1523	708
7262	36	2	37	42	54	1	2	0
7263	306	114	106	343	212	237	87	89
7264	680	1057	624	727	1023	1292	1133	814
7265	2802	1471	2037	2748	2025	1496	2028	1161
7266	3361	3085	2725	3195	2696	4592	4456	3083
7267	12261	38091	18721	14363	11812	49488	49190	46464
7268	941	1093	588	1005	751	1124	1098	745
727	169	349	144	326	105	706	420	613
7270	438	1151	479	613	367	1839	1489	1232
7272	9	590	6	12	3	1182	515	889
7273	294	1178	579	568	388	869	1255	1040
7274	141	29	44	116	41	81	60	48
7275	3531	8293	4735	3932	6407	5989	9931	6405
7276	15	0	1	15	9	12768	251	15
727676	0	0	0	0	0	0	0	0
727677	0	0	0	0	0	0	1	0
727699	0	4	1	0	3	4	3	1
7277	8210	48	7140	8156	11132	32	100	34
727708	0	14	4	5	5	7	10	4
727721	1	0	3	2	4	2	1	0
727738	0	0	0	0	0	0	1	0
727751	15	122	8	3	13	87	94	118
727758	267	155	98	194	45	165	161	168
727764	0	0	0	0	0	0	0	0
727787	0	0	0	0	0	0	0	0
7278	0	0	1	1	3	0	0	0
727800	1524	480	950	1104	2157	434	482	331
727830	0	0	0	0	0	0	0	0
727832	0	0	1	0	0	0	0	0
727837	0	0	0	0	0	0	0	0
727849	3	20	1	1	6	18	15	12
727851	140	279	397	248	160	265	258	201
727857	14	10	17	9	36	0	3	1
727866	17	21	9	15	15	16	24	17
727869	12	7	16	38	5	21	9	10
727896	13	38	15	28	14	31	24	30
727897	17	5	11	21	17	2	7	1
727905	0	0	0	0	0	0	0	0
727909	11	16	17	18	10	4	2	14
727910	88	22	12	83	58	61	43	34
727924	3	0	0	0	0	0	0	0
727936	33	31	52	133	47	31	26	17
727940	1	0	0	0	0	0	0	0
727944	0	0	0	0	0	0	0	0
727956	90	998	194	277	231	789	432	782
727957	399	621	471	455	938	426	449	355
727962	0	0	1	0	0	0	0	0
727982	1	1	0	0	0	2	4	2
728	33	25	33	40	58	22	41	20
7280	10641	34137	7709	12132	12730	26558	43174	21869
728012	0	0	0	0	0	0	0	0
728013	0	0	0	0	1	0	0	0
728024	79	87	68	95	60	90	98	67
728026	2	15	3	6	3	19	8	4
728034	2	2	3	1	0	2	4	1
728036	0	0	0	0	0	0	0	0
728039	22	28	12	42	36	91	28	17
728042	0	0	0	0	0	0	0	0
728047	10	6	29	27	61	15	15	7
728049	0	0	0	0	0	0	0	0
728052	512	642	386	684	202	832	1349	832
728053	17	94	36	32	13	15	76	48
728062	0	0	0	0	0	0	0	0
728065	4	1	0	0	2	1	1	2
728066	67	146	76	92	97	191	139	118
728071	6	5	1	1	2	3	4	1
728072	0	0	0	0	0	0	0	0
728075	0	0	0	0	0	0	0	0
728081	0	1	5	7	4	2	1	0
728082	0	0	0	0	0	0	0	0
728084	113	1	118	75	75	5	4	3
728090	0	0	0	0	0	0	0	0
728093	0	0	0	0	0	0	0	0
728095	1	0	2	1	0	3	0	3
728096	0	0	0	0	0	0	0	0
728113	0	0	1	3	3	0	0	0
728116	34	882	43	48	65	281	1232	311
728118	31	35	16	63	40	68	61	80
728127	27	22	8	14	5	27	44	7
728130	55	279	58	110	47	204	428	288
728137	0	0	0	0	0	0	0	0
728145	0	0	0	0	0	0	1	0
728190	236	283	177	276	169	344	415	328
728192	61	0	47	81	96	0	4	0
728194	2	30	4	9	19	5	24	5
728199	1	2	6	1	5	3	1	5
728208	0	0	0	1	0	2	0	0
728215	1629	2029	2067	1742	2257	1827	3321	1938
728224	0	0	0	0	0	0	0	0
728228	2	3	0	2	0	3	0	2
728229	56	98	41	73	65	41	270	55
728233	306	813	178	333	343	982	2677	1089
728239	44	409	12	51	59	479	409	319
728242	0	0	0	0	0	0	0	0
728262	4	19	10	2	9	6	11	12
728264	312	90	300	230	164	146	240	159
728269	0	0	0	0	0	0	0	0
728276	0	0	0	1	0	0	1	0
728279	0	0	0	0	0	0	0	0
728294	544	771	329	668	677	1635	650	975
728297	1	1	9	6	9	2	2	3
728299	0	0	0	1	0	0	0	0
7283	1142	1109	958	1178	1693	1278	1295	1077
728307	1	0	3	0	0	0	1	0
728310	7	6	14	29	18	36	3	19
728316	0	36	1	4	3	16	28	11
728317	2	6	4	5	15	0	1	1
728318	0	0	0	0	0	0	0	0
728323	40	126	59	85	60	104	185	143
728340	57	334	62	82	38	187	198	216
728343	0	11	0	2	1	5	3	2
728358	0	0	0	0	0	0	0	0
728361	0	5	3	7	7	7	11	5
728369	0	0	0	0	0	0	0	0
728373	0	0	0	0	0	0	0	0
728377	3	20	2	3	3	28	20	31
728378	0	0	0	0	0	0	0	0
728379	0	0	0	0	0	0	0	0
728386	0	0	0	0	0	0	0	0
728392	5385	4304	5106	6371	10987	3398	4252	2569
728393	0	0	0	0	0	0	0	0
728395	0	0	0	0	0	0	0	0
7284	3239	4735	2155	3440	3975	5023	4740	3462
728400	0	0	0	0	0	0	0	0
728402	0	0	1	0	0	0	0	0
728403	0	0	0	0	0	0	0	0
728404	23	125	28	103	54	103	115	224
728405	0	0	0	0	0	0	0	0
728407	9	34	3	2	4	25	33	28
728409	0	0	0	0	0	0	0	0
728410	0	0	0	0	0	0	0	0
728411	274	687	223	366	256	1217	1035	825
728417	3	30	6	8	6	9	15	10
728419	0	0	0	0	0	0	0	0
728430	0	4	0	5	0	15	5	3
728431	39	7	14	82	27	6	4	4
728441	1	6	0	5	13	6	9	10
728448	241	707	185	434	251	723	989	720
728449	0	0	0	0	0	1	0	0
728450	0	0	0	0	0	0	1	0
728458	0	0	0	0	0	0	0	0
728461	0	0	0	0	0	0	0	0
728464	18	16	25	31	34	29	26	15
728485	24	57	25	39	8	43	46	33
728489	167	141	122	126	195	94	172	74
728492	83	168	56	95	88	148	287	175
728495	0	0	0	0	0	0	0	0
728498	8	10	18	34	14	60	33	40
728503	4	5	7	13	36	13	5	16
728528	0	1	0	0	0	0	0	2
728537	75	29	49	122	48	68	97	61
728554	42	387	134	246	231	213	406	280
728558	12	61	7	25	19	46	32	65
728568	271	554	238	326	182	468	746	434
728577	21	38	56	81	41	84	208	144
728586	63	20	45	45	34	30	31	29
728588	0	0	1	0	0	0	0	0
728591	11	34	27	12	11	54	79	67
728597	0	3	0	0	0	1	10	1
7286	313	402	293	335	359	641	755	609
728606	35	13	37	59	33	10	25	14
728609	184	799	219	289	269	908	686	660
728613	248	544	209	261	272	502	1168	710
728619	1	17	2	4	3	7	19	12
728621	180	171	232	233	120	220	319	196
728635	2	23	10	6	7	20	27	21
728637	10	2	3	10	2	0	2	0
728640	5	10	12	8	1	14	18	8
728642	399	1079	324	555	551	1477	1244	1079
728643	0	1	0	1	0	1	17	0
728655	7	0	0	3	0	0	1	0
728656	5	2	3	2	7	3	6	4
728658	420	2134	641	400	531	902	1012	848
728661	1729	9346	2220	2735	3388	8971	7799	7387
728671	0	0	0	0	0	0	0	0
728675	0	1	0	0	0	0	0	0
728689	140	333	117	271	165	533	481	261
728695	0	0	0	0	0	0	0	0
7287	0	15	1	2	4	37	12	8
728712	0	0	0	1	0	0	0	0
728715	33	42	23	18	13	135	77	102
728716	4	0	5	9	10	1	1	0
728723	39	108	27	126	37	77	85	85
728724	0	0	0	1	0	0	0	0
728728	4	21	6	5	3	3	20	6
728730	430	127	715	523	390	127	165	101
728734	7	17	5	15	3	16	25	17
728741	17	43	9	26	7	51	55	42
728743	641	1157	592	689	956	1125	1091	923
728747	29	15	6	4	3	67	16	23
728752	84	65	95	127	144	89	72	91
728753	0	0	0	0	0	0	0	1
728755	0	0	0	0	0	1	0	0
728758	13	42	22	72	12	26	37	25
728763	0	0	0	0	2	15	1	0
728769	127	192	107	199	97	232	269	153
728773	0	0	0	0	0	0	0	0
728780	21	16	24	44	20	13	27	17
728798	15	17	69	105	53	1	26	1
7288	46	37	22	23	41	18	19	14
728800	0	0	0	1	0	0	0	0
728806	11	2	23	11	9	7	2	7
728819	29	5	14	27	11	13	17	14
728833	17	54	7	13	19	102	61	72
728841	1	24	1	11	5	21	35	34
728853	86	771	99	116	106	547	1122	515
728855	13	9	6	13	11	1	12	13
728858	3	8	5	9	4	6	18	6
728875	42	19	26	58	23	6	27	11
728882	170	169	188	186	332	254	161	158
728888	81	118	71	115	65	95	112	137
7289	499	1707	243	891	435	1681	1552	1542
728911	0	0	0	0	0	0	0	0
728912	12	108	21	36	9	70	63	63
728927	53	717	141	119	94	395	661	532
728929	0	0	0	0	0	0	0	0
728932	1	6	0	3	0	2	2	5
728936	18	36	14	43	41	120	134	226
728939	1	4	1	1	1	1	1	1
728945	0	0	0	0	0	0	0	1
728957	0	0	0	0	0	0	0	0
728963	7	35	14	24	7	38	15	33
728975	43	77	52	37	65	46	87	37
728989	18	82	19	52	30	89	100	75
729	3	0	0	0	4	6	3	2
7290	1406	3864	1502	2027	2380	5161	4175	3882
729013	137	56	84	143	79	78	111	104
729020	7	14	12	10	10	13	10	5
729025	10	4	8	23	2	14	12	19
729040	3	2	6	2	2	1	10	0
729041	18	16	8	38	10	10	18	6
729059	3	2	2	9	3	3	3	5
729080	16	13	27	46	20	34	58	41
729081	2	9	1	7	4	9	5	7
729082	715	6595	2393	1197	1884	4054	5224	4233
729085	167	110	56	183	102	140	165	85
729086	59	261	97	81	168	116	169	141
729092	122	387	90	239	164	318	332	319
729096	53	318	68	168	66	260	279	276
7291	37	9	52	28	36	59	38	28
729121	0	0	0	0	0	0	0	0
729156	10	6	9	7	15	9	6	5
729159	0	0	0	0	0	0	0	0
729162	17	8	6	0	0	16	3	282
729164	0	0	1	0	1	0	1	0
729171	4	1	6	4	7	0	2	0
729173	2	1	1	8	6	1	0	1
729175	2	5	13	6	17	0	7	0
729176	15	38	13	15	9	39	24	21
729177	66	607	139	147	127	73	549	168
729178	592	16	638	464	414	17	68	20
7292	51	38	49	88	44	44	42	25
729201	0	0	0	0	0	0	0	0
729218	42	222	77	109	68	126	188	278
729220	6	4	9	4	4	4	3	2
729230	2	1	0	5	0	7	9	1
729233	0	0	0	0	0	0	0	0
729234	455	126	185	670	265	155	111	85
729238	20	3	10	27	34	5	7	7
729240	0	0	0	0	0	0	0	0
729246	0	0	0	0	0	0	0	0
729250	0	0	0	0	0	0	0	0
729264	21	7	18	33	2	4	6	5
729288	109	1443	111	116	77	861	1797	1028
729296	4	1	1	0	7	0	2	1
7293	10	6	23	13	26	6	8	1
729330	6	4	2	5	8	19	2	12
729338	49	10	33	54	28	10	15	9
729355	0	1	0	0	0	0	0	0
729359	291	142	67	220	339	278	90	151
729368	0	0	0	0	0	0	0	0
729375	87	35	87	69	69	115	72	68
729384	0	0	0	0	0	0	0	0
729396	0	0	0	0	0	0	0	0
7294	11	41	21	21	14	5	55	3
729408	0	0	0	0	0	0	0	0
729420	12	2	5	2	6	0	8	1
729422	0	0	0	0	0	0	0	0
729431	0	0	0	0	0	0	0	0
729438	31	72	45	45	82	63	58	76
729440	135	168	96	176	190	316	207	226
729442	0	0	0	0	0	0	0	0
729444	0	0	0	0	0	0	0	0
729447	0	0	0	0	0	0	0	0
729454	0	1	0	0	0	0	1	0
729458	0	0	0	0	0	0	0	0
729461	0	0	0	0	0	0	0	0
729467	4	0	2	2	1	0	0	0
729468	5	2	4	3	0	5	0	4
729475	46	49	45	55	29	85	52	83
7295	1869	1593	1409	2354	840	2320	2357	999
729506	13	12	1	17	16	3	8	14
729513	190	324	114	180	163	519	376	276
729515	1224	1072	1207	1446	997	1057	1455	731
729516	0	0	0	0	0	0	0	0
729522	10	3	11	19	14	26	11	3
729528	0	0	0	0	0	0	0	0
729533	7	53	10	14	13	60	49	76
729540	33	118	36	46	30	56	101	25
729549	0	0	0	3	0	3	1	1
729566	0	0	0	0	0	0	0	0
729570	62	58	25	109	51	110	156	103
729574	0	0	0	0	0	0	0	0
729582	34	19	47	38	17	50	45	21
729587	0	0	0	0	0	0	0	0
729595	34	20	13	34	15	16	19	6
729597	25	230	15	96	39	251	143	130
7296	1553	4566	1727	1984	1555	5403	5623	4049
729603	22	42	32	32	22	81	56	88
729609	0	0	0	0	0	2	3	1
729614	202	358	143	377	192	504	451	394
729626	0	34	3	14	16	36	33	27
729627	0	1	0	0	0	1	0	0
729633	4	5	0	2	0	3	6	3
729648	4	26	3	6	8	4	11	3
729658	22	1	13	93	23	0	0	0
729665	13	66	12	12	9	250	106	141
729668	5	14	6	8	7	5	10	8
729678	1113	767	792	1398	808	935	1104	715
7297	1270	2801	1166	1927	2005	4167	2869	2789
729706	0	0	0	0	0	0	0	0
729711	0	0	0	0	0	0	0	0
729722	0	0	0	0	0	0	0	0
729723	91	145	70	148	88	98	209	84
729724	0	0	0	0	0	0	0	0
729737	49	8	88	49	33	24	21	149
729739	1	1	1	1	0	4	0	1
729747	9	41	3	5	1	26	37	39
729756	2	24	0	2	6	43	24	36
729759	0	0	0	0	0	0	0	0
729767	0	0	0	0	0	0	0	1
729770	99	192	159	140	234	18	64	16
729786	0	0	0	0	0	0	0	0
729799	18	67	12	34	21	60	79	51
7298	289	523	88	511	66	1715	637	895
729815	4	0	3	5	8	1	0	0
729830	18	77	63	23	63	28	122	58
729852	565	289	540	660	415	386	458	342
729856	0	0	0	0	0	0	0	0
729857	9	22	13	13	3	18	11	53
729862	0	0	6	3	1	2	0	0
729863	0	0	3	1	0	0	1	0
729873	24	171	108	67	27	36	136	101
729877	1	1	3	4	0	2	4	4
729898	5	2	2	2	2	4	1	2
7299	2	0	1	0	0	2	1	3
729911	8	0	21	12	39	0	1	0
729915	14	25	0	26	7	40	57	11
729920	275	98	261	224	195	141	245	117
729950	3	0	3	2	0	0	0	0
729956	2346	3295	2712	3054	4463	1368	2085	1866
729967	537	282	364	412	278	404	490	284
729970	192	169	138	221	187	204	318	143
729975	42	70	31	88	60	44	56	84
729991	530	390	400	522	554	448	468	307
729993	1105	4463	1960	1364	2084	1029	4476	1813
729995	0	0	0	0	0	0	0	0
730	36	31	102	64	27	255	202	163
730005	30	16	24	53	79	17	29	13
730013	1	0	3	3	5	1	3	1
730051	423	1616	390	536	287	1833	2049	1990
730081	29	16	33	25	34	8	17	12
730087	5	125	15	13	17	122	86	110
730091	25	1	7	34	21	14	43	5
730092	161	747	183	249	105	1120	1302	996
730094	1634	1614	1887	1924	1147	1164	2171	1374
730098	332	362	306	435	389	336	370	283
7301	6801	2058	6754	8632	11225	1953	1803	1281
730101	219	729	260	247	207	1241	1057	643
730102	179	91	235	317	151	144	222	63
730109	1	0	1	0	2	0	0	0
730112	18	21	11	19	9	38	16	7
730130	320	16	163	516	197	12	78	19
730152	0	0	0	0	0	0	0	0
730183	23	110	26	43	43	60	88	75
730184	1	0	1	3	1	0	3	3
730198	1	1	0	0	3	0	3	1
7302	1	2	0	2	0	2	3	0
730227	2	13	9	5	5	3	2	1
730236	16	15	19	26	24	13	10	6
730249	0	0	1	0	0	0	1	0
730256	2	2	3	2	6	1	0	0
730262	0	0	1	0	0	0	1	0
730268	30	39	10	27	17	20	77	39
730291	0	0	0	0	0	0	0	0
730376	26	12	5	16	18	5	16	10
730441	0	1	0	0	0	0	3	0
7305	103	31	45	129	51	34	21	24
7306	86	4	108	129	127	3	31	1
730668	4	2	3	2	1	3	0	0
7307	1405	3948	847	1918	1213	4398	4353	3592
730755	0	0	0	0	0	0	0	0
730811	15	226	54	24	71	78	164	124
730971	14	2	14	17	6	8	5	3
731	0	0	0	0	0	1	1	0
7311	4132	14011	3846	6757	4985	9330	11413	8627
731220	42	4	47	48	32	6	17	8
731275	22	39	13	24	15	19	44	46
